Manuscript ID,Manuscript Title,Manuscript Type,Author Names,Submission Date,Published after
RCSJ-2015-7343,"THE VARIABLE OUTCOMES OF CONCUSSION 
Part I:  Four variable injuries in five milliseconds,
Part II: Variations in recovery.",Review articles,"Martin, Graham",2015,2015
RCSJ-2015-7347,Tailoring Precision of the size-15 surgical knife at Laparoscopic Porting,Technical papers,"Jategaonkar, Priyadarshan; Jategaonkar, Smita; Yadav, Sudeep",2015,2015
RCSJ-2015-7348,75 UP,Original research – Annals (clinical),"Phillips, Jessica; van Heeswijk, Isabelle; Applewaite, Rona; white, timothy",2015,2015
RCSJ-2015-7349,Septic arthritis of the hip with osteomyelitis of the femoral head in conjunction with a psoas abscess in an intravenous drug abuser.,Case reports,"Berg, Adam",2015,2015
RCSJ-2015-7352,Surgical outcomes of posterior hemivertebra resection with transpedicular instruments and growth effects on instrumented vertebra in very young cases,Original research – Annals (clinical),"Guo, Jianwei; Zhang, Jianguo; Wang, Shengru; Zhang, Yanbin; Yang, Yang; Yang, Xinyu; Zhao, Lijuan",2015,2015
RCSJ-2015-7353,Use of a Czerny retractor to control femoral venous bleeding,Technical papers,"Thapar, Ankur; Refson, Jonathan; Abidia, Ahmed",2015,2015
RCSJ-2015-7354,Successful conservative management in  retroperitoneal abscess complicating  diverticular sigmoiditis,Case reports,"Gueye, Mohamadou; Seck, Mamadou; gueye, Mamadou; thiam, ousmane; Niasse, Abdou; Thiam, Jaafar; Deme, Hamidou; Toure, Alpha; cisse, Mamadou; KA, Ousmane; Dieng, Madieng; Dia, Abdarahmane; Toure, Cheikh",2015,2015
RCSJ-2015-7355,Prostate artery embolisation yields excellent clinical outcome comparable to surgical interventions in treatment of symptomatic enormous benign prostatic hyperplasia: A case report,Case reports,"samad, sohel; Lam, Wayne; Challacombe, Ben; Popert, Rick",2015,2015
RCSJ-2015-7356,Traction Suture as an aid in Hip Hemiarthroplasty,Technical papers,"Binte Osman Punom, Samira; Das, Yathin; Steinlechner, Colin",2015,2015
RCSJ-2015-7357,SYSTEMIC EFFECTS OF COBALT TOXICITY AFTER REVISION HIP REPLACEMENT FOR FAILURE OF CERAMIC LINER,Case reports,"Vasukutty, Nijil; Minhas, Hasnat",2015,2015
RCSJ-2015-7358,Renal Epithelioid angiomyolipoma presenting with deep venous thrombosis of the leg : a case report,Case reports,"ASIMAKOPOULOU, NATALIA; SIOULAS, IOANNIS; ILIOPOULOS, EVANGELOS; LOLIS, EVANGELOS",2015,2015
RCSJ-2015-7360,A simple method for closing umbilical incisions in overweight patients.,Technical papers,"Ward, Joseph; Hanratty, Daniel; Caplin, Scott",2015,2015
RCSJ-2015-7361,Is Early Laparoscopic Cholecystectomy (<48h) in Patients With Mild Gallstone Pancreatitis Safety and Efficiency? A Systematic Review and Meta-Analysis,Original research – Annals (clinical),"Tian, Guo-jiang; Huang, Jian-fei; Xu, Jie; Zhou, Meng-tao",2015,2015
RCSJ-2015-7362,Influence of diversion stoma on surgical outcome and recurrence rates in patients with rectovaginal fistula,Original research – Annals (clinical),"Lambertz, Andreas; Lüken, Britta; Ulmer, Tom; Böhm, Gabriele; Neumann, Ulf; Klink, Christian; Krones, Carsten",2015,2015
RCSJ-2015-7363,A rare case of small intestinal stromal tumor connecting to The ileocecal junction: a case report,Case reports,"Dai, Wei-jie; Sun, Su-hua; Wang, Min; Yang, Xiao-zhong",2015,2015
RCSJ-2015-7364,A simple technique to aid finger dressing in the emergency setting using a universal specimen container,Technical papers,"Lancer, Hannah",2015,2015
RCSJ-2015-7365,Efficacy and safety of percutaneous cholecystostomy for the management of acute cholecystitis in elderly patients with severe comorbidity,Original research – Annals (clinical),"lei, daoxiong; shao, rongjiang; wang, fengbiao; zhang, zengguang; liu, sen",2015,2015
RCSJ-2015-7366,Improving the Quality of Tertiary Referral to Wrightington Hospital Upper Limb Unit,Original research – Annals (clinical),"Goh, Jia Luen; Badge, Ravindra; Funk, Lennard; Talwalkar, Sumedh",2015,2015
RCSJ-2015-7368,Service Increment For Teaching (SIFT),Original research – Annals (clinical),"Williams, Stephen; johnson, nick; Carr, Sue",2015,2015
RCSJ-2015-7371,Survey on Consenting Practice and Discussion of Post-Operative Erectile Dysfunction Following Rectal Cancer Surgery,Original research – Annals (clinical),"Phan, Yih Chyn; Sebastian, Joseph; Harilingam, Mohan; Tsavellas, George",2015,2015
RCSJ-2015-7372,A PROSPECTIVE ANALYSIS OF SLEEP DEPRIVATION AND DISTURBANCE IN SURGICAL PATIENTS,Original research – Annals (clinical),"Dolan, Ross; Huh, Jae; Tiwari, Neil; Sproat, Tom; Camilleri-Brennan, John",2015,2015
RCSJ-2015-7373,Small intestinal metastasis of Renal Cell Carcinoma treated by Laparoscopic resection: A case report with review of the literature,Case reports,"Nasser, Haydar; Chalhoub, Dany; Daniliuc, Cristina; Bruzzi, Matthieu; Samaha, Elia; Douard, Richard; Berger, Anne",2015,2015
RCSJ-2015-7375,Routine use of contrast swallow after total gastrectomy and oesophagectomy: Is it justified?,Original research – Annals (clinical),"El-Sourani, Nader; Bruns, Helge; Troja, Achim; Raab, Hans-Rudolf; Antolovic, Dalibor",2015,2015
RCSJ-2015-7376,Pancreatic tail schwannoma: Case report and updated review of the literature,Case reports,"El-Sourani, Nader; Bruns, Helge; Raab, Hans-Rudolf; Antolovic, Dalibor",2015,2015
RCSJ-2015-7377,Estimating the correct pre-contoured plate length in trauma using fluoroscopy per-operatively,Technical papers,"Singh, Bijeyndra; Ahmed, Shahbaz; Goyal, Arpit; Bawale, Rajesh; Pillai, Dilip",2015,2015
RCSJ-2015-7379,A retrospective study of using thick loose seton in treatment of high type Fistula In Ano,Original research – Annals (clinical),"Al-Wadees, Alaa",2015,2015
RCSJ-2015-7380,"Management of an oesophageal schwannoma by oesophagus sparing 
enucleation",Case reports,"Brazier, Andrew; Sriskandarajah, Sanjeevan; Manoly, Imthiaz; Shah, Rajesh",2015,2015
RCSJ-2015-7382,CT diagnosed acute diverticulitis: is the cost for subsequent colonoscopy to exclude associated carcinoma justified?,Original research – Annals (clinical),"Ahmeidat, Hassan; Kai-Yip Fung, Andrew; Song, Chen; Aly, Emad",2015,2015
RCSJ-2015-7383,Infected ruptured Baker's cyst associated with septic knee arthritis and complicated by a chronic calf abscess,Case reports,"Silickas, Justinas; Chambers, Iain",2015,2015
RCSJ-2015-7384,Dwarfs and giants of parathyroid adenomas – no difference in outcome after parathyroidectomy,Original research – Annals (clinical),"Ezzat Abdel-Aziz, Tarek; Parameswaran, Rajeev; Gleeson, Fergus; Sadler, Greg; Mihai, Radu",2015,2015
RCSJ-2015-7385,Inoperable carcinoma of the pancreas – the need for coordinated care to allow a ‘good death’,Original research – Annals (clinical),"Hughes, Daniel; Shingler, Guy; Jefferson, Melanie; Kumar, Nagappan",2015,2015
RCSJ-2015-7386,Surgical Positioning of Head and Neck Surgery: In-House Designed Adjustable Airbag,Technical papers,"Che-Ani, Mohd; Kosai, Nik; Gendeh, Hardip; Imran, Farrah",2015,2015
RCSJ-2015-7387.R1,"The Educational Role of Hospital at Night: perspectives of core surgical trainees at a UK teaching hospital
Article 1 – Socialisation and Learning",Original research – Bulletin (non-clinical),"Kirmani, Sayyied; Dalrymple, Kirsten",2015,2015
RCSJ-2015-7388,Batwing mastopexy versus Therapeutic mammoplasty in management of upper pole breast tumours,Original research – Annals (clinical),"Hashem, Tarek; Farahat, Ahmed",2015,2015
RCSJ-2015-7389,More than just an acute abdomen: two cases of carcinoid tumour of the appendix in children,Case reports,"Yong, Kenneith; Hakeem, Abdul; Dixon, Hilary; DiFranco, Filippo",2015,2015
RCSJ-2015-7390,Complete Open lateral dislocation of ankle joint without fracture: A case report and literature review,Case reports,"Wu, Bin; Wang, Haibin; Jia, Cunling; Zhao, Yifeng; Meng, Chunyang",2015,2015
RCSJ-2015-7392,RECURRENT AMYAND’S HERNIA,Case reports,"Nabinger, Gustavo; Santiago, Guilherme",2015,2015
RCSJ-2015-7393,How to secure a protective eye gauze in the operating theatre.,Technical papers,"Walsh, Karl; Shah, Syed",2015,2015
RCSJ-2015-7394,How to salvage a salvage endoprosthesis: A case report and literature review,Case reports,"Haldar, Anil; Kantharuban, Shanjitha; Sharma, Aadhar; Davidson, Jerome; Briggs, Tim",2015,2015
RCSJ-2015-7397,Ruptured Internal Iliac Artery Aneurysm presenting with Massive Lower GI Haemorrhage,Case reports,"Thakur, Mohim; Vats, Ravindra; Goel, Deep; Bhalla, Virendera",2015,2015
RCSJ-2015-7398,A retrospective 2-year analysis of emergency laparostomies in a district general hospital; Is there any association between mortality and length of laparostomy?,Original research – Annals (clinical),"Isherwood, Jennifer; Govindarajah, Naren; Swarbick, Kate; Liyanage, Chrisanthi",2015,2015
RCSJ-2015-7399,Lactic acidosis secondary to thiamine deficiency in a patient undergoing oesophagectomy,Case reports,"Tandon, Ashutosh; Boughey, Sinead; Nunes, Quentin; Shrotri, Milind",2015,2015
RCSJ-2015-7400,Effect of Patient Safety Incident Review & Reflection in an extended Morbidity and Mortality meeting,Original research – Annals (clinical),"Mehta, Saurabh; Singh, Harvinder pal; Dias, Joseph",2015,2015
RCSJ-2015-7401,Learning from lawsuits: ten-years of NHS Litigation Authority claims against 11 surgical specialties in England,Original research – Annals (clinical),"Ford, Kathryn; Cooper, Lilli",2015,2015
RCSJ-2015-7402,A Randomized Trial Comparing the Use of Endonasobiliary Drainage Tube and T-Tube for Biliary Decompression After Laparoscopic Common Bile Duct Exploration,Original research – Annals (clinical),"LI, Yingjun; Kaiser, ABM; Sun, Yulan; Ma, Hui; Chen, Xutao; Chen, Zhenli; Liang, Benjia; Zou, Xueqing; Li, Zequn; Biswas, Siddhartha; Barua, Subrata; Shan, Liqun; Li, Yang; Niu, Jun",2015,2015
RCSJ-2015-7403,NCEPOD – a benchmarking organisation for standards and improvement in patient care,Review articles,"De Souza, Beryl; Shotten, Hannah; Mason, Marisa",2015,2015
RCSJ-2015-7407,Compartment Syndrome following Total Knee Replacement: A Case Report and Literature Review,Case reports,"Shaath, Mohammed; Sukeik, Mohamed; Mortada, Saadallah; Masterson, Sean",2015,2015
RCSJ-2015-7408,TISSUE PENETRATION OF BIPOLAR ELECTROSURGERY AT DIFFERENT POWER SETTINGS,Original research – Annals (clinical),"Ricks, Rupert; Hopcroft, Suzanne; Powari, Manish; Carswell, Andrew; Robinson, Phillip",2015,2015
RCSJ-2015-7409,Proximal femoral excision and cementation of resurfacing implant for cerebral palsy patients with painful chronic hip dislocation,Technical papers,"Tsitskaris, Konstantinos; Sarraf, Khaled; Khan, Tahir",2015,2015
RCSJ-2015-7410,The use of chaperones during intimate patient examinations and review of current literature.,Original research – Bulletin (non-clinical),"Sharma, Nikhil; Walsh, Aideen; Rajagopalan, Sriram",2015,2015
RCSJ-2015-7411,Lateral femoral circumflex artery pseudoaneurysm: a rare complication of hip injection,Case reports,"Lee, Su-Min; Estfan, Rami",2015,2015
RCSJ-2015-7412,Humeral Avulsion of Glenohumeral Ligaments – Detection on Magnetic Resonance Arthrography,Original research – Annals (clinical),"Saqib, Rukhtam; Funk, Lennard; Harris, Jonathan",2015,2015
RCSJ-2015-7415,Should reimbursement for total knee replacement surgery be based on patient level characteristics?,Original research – Annals (clinical),"Balogun-Lynch, Joshua; Sabharwal, Sanjeeve; Reilly, Peter; Gupte, Chinmay",2015,2015
RCSJ-2015-7416,A Simple Technique for Retrieval of Vessels Through Small Diameter Venous Coupler Rings,Technical papers,"Young, Stephanie; Pantelides, Nick; Iyer, Srinivasan",2015,2015
RCSJ-2015-7418,"Grey Turner’s and Gullen’s Signs Induced by Spontaneous
Hemorrhage of the Abdominal Wall",Case reports,"fan, zhe; pan, yong; tian, feng",2015,2015
RCSJ-2015-7419.R1,Fifty shades of surgical gloves: Fifty uses in surgery,Review articles,"Othman, Diaa",2015,2015
RCSJ-2015-7421,An overview of occupational hazards amongst UK Otolaryngologists,Original research – Annals (clinical),"Vijendren, Ananth; Yung, Matthew",2015,2015
RCSJ-2015-7422,A simple technique to improve communication between surgeons and radiographers during X-Ray related theatre sessions,Technical papers,"Smith, Peter; Rezvani, Sean; Grey, Ben; Parnham, Arie",2015,2015
RCSJ-2015-7423,Acute type B dissection in a bicuspid aortic valve patient during cardiopulmonary bypass associated with arch cannulation and the use of an end-hole cannula,Case reports,"Schulte, Katharina; Attia, Rizwan; Young, Chris",2015,2015
RCSJ-2015-7424,Fully mechanical anastomosis in three-stage minimally invasive oesophagectomy using a circular stapler,Technical papers,"Deutsch, Christopher; Rashid, Farhan; Tan, Ben; Safranek, Peter",2015,2015
RCSJ-2015-7426,Transitional cell carcinoma presenting with distant metastasis to the rectum,Case reports,"Esfandiari, Alireza; Speakman, Chris",2015,2015
RCSJ-2015-7427,Finkelstein’s test is superior to Eichhoff’s test in the investigation of de Quervain’s disease,Original research – Annals (clinical),"Wu, Feiran; Rajpura, Asim; Sandher, Dilraj",2015,2015
RCSJ-2015-7428,Spinal anaesthesia facilitates the early recognition of TUR Syndrome,Original research – Annals (clinical),"McGowan-Smyth, Sam; Vasdev, Nikil; Gowrie-Mohan, Shan",2015,2015
RCSJ-2015-7429,PCNL associated splenic injury and a Novel Approach to its Management,Case reports,"Mukhtar, Saheel; varnavas, michalis; Lynch, Mark; Munneke, Graham",2015,2015
RCSJ-2015-7430,The Use of a Dedicated Ambulatory Care Pathway as an Alternative to Admission for the Assessment of Patients with Right Iliac Fossa Pain,Original research – Annals (clinical),"Hussein, Adam; Dunne, Mike; Choy, Alfred",2015,2015
RCSJ-2015-7431,Syringe and cannula modification for atraumatic suction during microsurgery,Technical papers,"Idowu, Akinyemi",2015,2015
RCSJ-2015-7432,Efficiency and safety of ondansetron in preventing postanesthesia shivering: an updated meta-analysis of randomized controlled trials,Review articles,"He, Kun; Zhao, Hong; Zhou, Hua-Chen",2015,2015
RCSJ-2015-7432,Efficiency and safety of ondansetron in preventing postanesthesia shivering: an updated meta-analysis of randomized controlled trials,Review articles,"He, Kun; Zhao, Hong; Zhou, Hua-Chen",2015,2015
RCSJ-2015-7433,Risk factors for bone cement implantation syndrome,Original research – Annals (clinical),"Assiotis, Angelos; Nahas, Sam; Smith, Jay; Pengas, Ioannis; Ahearne, David",2015,2015
RCSJ-2015-7434,Safety and efficacy of Pancreaticogastrostomy and Pancreaticojeunostomy for the continuity between the pancreatic remnant and the digestive tract after  Pancreaticoduodenectomy : A Meta analysis,Review articles," Li,  Lian Shun; Yang, Jie; Wu, Zan Kai; Yu, Ze Yuan; Zhou, Hui Nian; Jiao, Zuo Yi",2015,2015
RCSJ-2015-7435,The Four ‘Tensions’ Of Surgery,Technical papers,"Normahani, Pasha; Lee, Regent; Handa, Ashok",2015,2015
RCSJ-2015-7438,Plantar Ulceration as a Cutaneous Manifestation of Mycosis Fungoides,Case reports,"Cahill, Kevin; Cusack, Rachel; Murphy, Stephen; O'Sullivan, Sean",2015,2015
RCSJ-2015-7439,Doppler guided hemorrhoidal artery ligation versus ligation mucopexy: Treatment of hemorrhoids prospective case controlled study.,Original research – Annals (clinical),"Mikhail, Hany; Mashhour, Abdrabou",2015,2015
RCSJ-2015-7440,RECONSTRUCTION ON THE LOWER LIP USING ABBE-ESTLANDER FLAP,Technical papers,"Husein-ElAhmed, Husein; Armijo-Lozano, Rafael",2015,2015
RCSJ-2015-7443,Pancreaticogastrostomy A Modified Simple and Safe Technique ….. A Tertiary Hospital Experience.,Original research – Annals (clinical),"Al-Muhammadi, Saud; Hadedeya, Deena; ALhashemy, Hanaa",2015,2015
RCSJ-2015-7447,Metastatic Malignant Phyllodes Tumour: An Interesting Presentation as a Parotid Swelling,Case reports,"P, SIVARAM; C, JAYAN; M S, SULFEKAR; M, RAHUL",2015,2015
RCSJ-2015-7448,Orchidopexy; does younger age is better. Review of 378 orchidopexies around two years old.,Original research – Annals (clinical),"Shoukry, Mohamed; Clarke, Simon; Syed, Shamshad; de Caluwe, Diane; Haddad, Munther; Choudhry, Muhammad",2015,2015
RCSJ-2015-7449,A Simple Technique for Removal of Broken Solid Drill Bits Retained in Bone,Technical papers,"Riaz, Osman; Arshad, Rizwan; Nisar, Sohail; Hossain, Fahad; Siddiqui, Asim",2015,2015
RCSJ-2015-7450,"The use of Monocryl as a pulley stitch for Extensor zone 8,9 muscle repair",Technical papers,"Nikkhah, dariush; Lancer, Hannah; Teo, TC",2015,2015
RCSJ-2015-7451,Tendon repair simulation; a comparison of training models?,Original research – Bulletin (non-clinical),"Musbahi, Aya; Henton, John; Longhi, Paolo",2015,2015
RCSJ-2015-7453,What constitutes a standard anti-reflux operation ?,Original research – Annals (clinical),"Nabarro, Nicholas; Grouse, Edmund; Reddy, K; Khan, Omar",2015,2015
RCSJ-2015-7455,Ergonomic formation of colostomy during a laparoscopic abdominoperineal resection or Hartmanns procedure,Technical papers,"Taylor, Rebecca; Wloch, Karolina; Burns, Elaine; Elton, Colin",2015,2015
RCSJ-2015-7456,A diagnosis of neuroblastoma in a febrile limping child,Case reports,"Reekie, Ian; Nolan, Ciaran; Burns, Jessica; Prinja, Aditya; Trakru, Sunil",2015,2015
RCSJ-2015-7457,Investigations of An Upper Intra-Abdominal Mass – A Road Less Travelled?,Case reports,"LIM, CHUNG THONG; Banerjee, Ritwik",2015,2015
RCSJ-2015-7458,A Novel Technique for In-Situ Pinning of Slipped Capital Femoral Epiphysis to Prevent Growth Arrest,Technical papers,"Scrimshire, Ashley; Gorva, Anand",2015,2015
RCSJ-2015-7459,Emergency General Surgery: evolution of a subspecialty by stealth,Original research – Annals (clinical),"Pearce, Lyndsay; Smith, Stella; Parkin, Edward; Kennedy, James; Macdonald, Andrew",2015,2015
RCSJ-2015-7460,Surgical treatments of a patient who has hyperthyroidism and hypersplenism: A Case Report,Case reports,"Gong, Huang; Zhang, Jian; Huang, Guang",2015,2015
RCSJ-2015-7462,Complaints in the Foot and Ankle unit of a tertiary referral centre,Original research – Annals (clinical),"Jain, Kowshik; Clough, Timothy",2015,2015
RCSJ-2015-7464,Diathermy Perosseous Suture Technique (DPS),Technical papers,"Almustafa, Mohammed; Uzoigwe, Chika; spibey, James; Morgan, Barnes; Ravenscroft, Matthew",2015,2015
RCSJ-2015-7465,"Peer tutoring is a successful, sustainable way to develop professional competencies in trainee surgeons",Original research – Bulletin (non-clinical),"Walker, Abigail; Sharma, Rishi; Manjaly, Joe; Jones, Huw; Smith, Matthew; Nash, Robert; Navaratnam, Annakan; Unadkat, Samit; Liu, Zi-Wei; Oakley, Richard",2015,2015
RCSJ-2015-7466,Arrowhead Approach for Malignancies in the Lower Hemisphere of the Breast,Technical papers,"Tan, Mona",2015,2015
RCSJ-2015-7467,Tension pneumothorax masquerading as abdominal pain: why surgeons should always examine the chest,Case reports,"Chang, Tou Pin; Panchalingam, Deepa; Smith, Jason",2015,2015
RCSJ-2015-7468,Achieving the perfect bone block position and reinsertion of the anteroinferior capsule in the Latarjet procedure,Technical papers,"Lachanas, Ioannis; Tasker, Andrew; Woods, David",2015,2015
RCSJ-2015-7469,A simple elbow cushion for olecranon pressure areas,Technical papers,"Stewart, Neil",2015,2015
RCSJ-2015-7472,Bilateral osteonecrosis of   the femoral and humeral heads after short term corticosteroid therapy. A case report,Case reports,"El Gamal, Tarek; El-Bakoury, Ahmed; Hawkins, Amanda; Mussa, Mohamed; Sweed, Tamer; Ansara, Sameh",2015,2015
RCSJ-2015-7473,Wrist Function in Mal-Union: Was the Distal Radius Designed to Preserve Function in the Face of Fracture?,Review articles,"Uzoigwe, Chika; johnson, nick",2015,2015
RCSJ-2015-7474,Requirement For Blood Group And Save In Elective Laparoscopic Cholecystectomy,Original research – Annals (clinical),"Tandon, Ashutosh; Nunes, Quentin; Shrotri, Milind",2015,2015
RCSJ-2015-7475,Perceptions on the Role of Mono-Specialty Examinations within Restorative Dentistry Training Pathways,Original research – Bulletin (non-clinical),"Bryce, Graeme; Bomfim, Deborah; Darbar, Ulpee",2015,2015
RCSJ-2015-7477,Current View of Bone Regeneration Using Mesenchymal Stem Cells,Review articles,"Al-Mohrej, Omar; Al-Ayedh, Noura; Al-Kenani, Nader",2015,2015
RCSJ-2015-7478,LAPAROSCOPIC TREATMENT OF ACUTE SMALL BOWEL OBSTRUCTION DUE TO LEFT PARADUODENAL HERNIA,Case reports,"Zizzo, Maurizio; Smerieri, Nazareno; Barbieri, Italo; Bonilauri, Stefano",2015,2015
RCSJ-2015-7479,Securing the Vacuum of a Negative Pressure Wound Dressing,Technical papers,"Walsh, Karl; Salibi, Andrej",2015,2015
RCSJ-2015-7481.R1,"Reducing Cost, Minimising Waste and Safely Closing Arthroscopic Ports",Technical papers,"Jayasekera, Narlaka; Gouk, Conor; Pitchford, Don",2015,2015
RCSJ-2015-7482,The comparison between conventional abdominoperineal resection and perineal approach first extended abdominoperineal resection in low rectal cancer,Original research – Annals (clinical),"LIN, CHEN; GAO, QIN; SONG, JINGXIANG; CHEN, ZHONGBIAO; HE, YANG; ZHENG, FENGWU; TU, XIAOHUANG",2015,2015
RCSJ-2015-7483,LASER-ASSISTED TYMPANOMASTOIDECTOMY FOR ACTIVE MUCOSAL CHRONIC OTITIS MEDIA,Original research – Annals (clinical),"Wilkie, Mark; Tahery, Jawed",2015,2015
RCSJ-2015-7486,Updating the surgical preference list,Technical papers,"Huntley, James; Simpson, Jason; Howard, Jason; Sigalet, David",2015,2015
RCSJ-2015-7487,Using  blunt  tipped  venous  catheters  for  aspiration  and  injection  in  ganglion  cysts.,Technical papers,"Shah, Faisal; Mir, Shahid-ul-Islam; Shah, Faizan",2015,2015
RCSJ-2015-7488,Higher wound complication with intramedullary screw fixation of clavicle fractures: is it thermal necrosis?,Original research – Annals (clinical),"Domos, Peter; Tytherleigh-Strong, Graham; Van-Rensburg, Lee",2015,2015
RCSJ-2015-7489,A technique for restoring joint congruity in Schatzker III tibial plateau fractures,Technical papers,"Kwok, Iris; Grewal, Ishvinder; Loeffler, Mark",2015,2015
RCSJ-2015-7490,A technique to aid multi-ligament reconstruction in transtibial amputees,Technical papers,"Wong, Ken; Atkins, Eleanor; Melton, Joel",2015,2015
RCSJ-2015-7491,"Will the Mobility total ankle replacement be missed?
Comparison of the STAR and Mobility total ankle replacement outcomes",Original research – Annals (clinical),"Raglan, Martin; Machin, John; Cro, Suzie; Taylor, Andrew; Dhar, Sunil",2015,2015
RCSJ-2015-7492,Successful conservative management of sigmoid diverticulitis with free perforation: a case report,Case reports,"Schneider, James; McAteer, Dympna; Aly, Emad",2015,2015
RCSJ-2015-7493,Gastro-oesophageal reflux disease. Are we acting in the best interest of our patients?,Review articles,"Tebala, Giovanni",2015,2015
RCSJ-2015-7494,"Biliary cystic neoplasm of liver , an unusual  presentation as calcified cystic  lesion of liver.",Case reports,"Gopakumar, CV; Das, Somak; Swain, Sudeepta; Zirpe, Dinesh; Addala, Pavan; Ranganathan, Kirubakaran; Balachandar, T; Ramamurthy, Anand",2015,2015
RCSJ-2015-7497.R1,Late diagnosis of neurological complications following interscalene regional anaesthesia and shoulder surgery,Original research – Annals (clinical),"Yim, Guang; Lin, Zhimin; Shirley, Colin; Isherwood, Peter; Power, Dominic",2016,2015
RCSJ-2015-7498,LAPAROSCOPIC COLECTOMY IN A DISTRICT HOSPITAL; THE SINGLE SUGEON CAN BE SAFE,Original research – Annals (clinical),"Aikoye, Abdulmalik; Khushal, Amjad; Bates, Tom",2015,2015
RCSJ-2015-7501,Critical Care Admissions Following Total Laryngectomy: Is it Time to Change our Practice?,Original research – Annals (clinical),"Walijee, Hussein; Morgan, Alexandria; Gibson, Bethan; Berry, Sandeep; Jaffery, Ali",2015,2015
RCSJ-2015-7504,Bacteria On Tablet Devices On A Surgical Ward,Original research – Annals (clinical),"Cao, Han; McCabe, Leonie; Nash, Guy",2015,2015
RCSJ-2015-7505,Wrist Function in Malunion: Was the Distal Radius Designed to Preserve Function in the Face of Fracture?,Review articles,"Uzoigwe, Chika; johnson, nick",2015,2015
RCSJ-2015-7507.R1,Use of a small sized Langenbeck retractor for elevation of the depressed fragment in a Schatzker type II proximal tibial fracture,Technical papers,"Bhat, Mahendar; Ahmed, Saif; Shetty,  Ananthram",2015,2015
RCSJ-2015-7508,"Hijama Therapy (wet cupping) – its Potential Use to Complement British Healthcare in Practice, Understanding, Evidence and Regulation",Original research – Bulletin (non-clinical),"Sajid, Mohammed",2015,2015
RCSJ-2015-7509,"Association of Breast Surgery/British Association of Plastic, Reconstructive and Aesthetic Surgeons Oncoplastic Breast Reconstruction Guidelines: A Snapshot of Current Practice in Implant Infection Prevention",Original research – Annals (clinical),"Whittam, Alexander; Ooi, Jane",2015,2015
RCSJ-2015-7510,Brown tumours of the parathyroid gland: Mini review,Review articles,"Chan, Dedrick; Choudary, Thomas; Parameswaran, Rajeev",2015,2015
RCSJ-2015-7512,Laparoscopic Versus Open Appendicectomy in the Paediatric Population: A Systematic Review of the Published Evidence,Review articles,"Stokoe, Masashi; Al Samaraee, Ahmad",2015,2015
RCSJ-2015-7513,A simple technique for rectus sheath catheter insertion,Technical papers,"Sorour, Mohammed; Nageswaran, Hari; Maw, Andrew",2015,2015
RCSJ-2015-7514,Mini Pulsed Lavage System for Upper Limb Wound Irrigation,Technical papers,"Honeyman, Calum; Saxby, Edward; Hoult, Suzannah",2015,2015
RCSJ-2015-7516,21st century twist on Cullen’s sign: New generation anticoagulants and splenic trauma.,Case reports,"Bilkhu, Amarvir; Mosley, Frances; Gokhale, Jay",2015,2015
RCSJ-2015-7517,A simple way to keep the cord safe during external oblique closure in an open inguinal hernia repair,Technical papers,"van Boxel, Gijs; Appleton, Shaun",2015,2015
RCSJ-2015-7518,The use of the sandwich autografts and allografts technique to manage a non-burn case,Technical papers,"Chamaidi, Eleni; Kwei, Johnny; Chavan, Shivanand; Farroha, Azzam",2015,2015
RCSJ-2015-7519,Two boys who developed testicular atrophy as a rare complication of non-mumps orchitis after scrotal exploration for presumed testicular torsion,Case reports,"Lian, Bertrand; Cheong, Yee Ling; Low, Yee; Nah, Shireen",2015,2015
RCSJ-2015-7523,A novel way of infiltrating local anaesthetic in an ACL reconstruction,Technical papers,"Ricks, Matthew; Flynn, Niall",2015,2015
RCSJ-2015-7527,"Resection and Resolution of Bone Marrow Lesions associated with an Improvement of Pain after Total Knee Replacement.

A Novel Case Study using a 3-Telsa Metal Artefact Reduction MRI sequence",Case reports,"Kurien, Thomas; Kerslake, Robert; Haywood, Brett; Pearson, Richard; Scammell, Brigitte",2015,2015
RCSJ-2015-7529,Systematic review and meta-analysis of preoperative antisepsis with combination chlorhexidine and povidone-iodine,Review articles,"Davies, Benjamin; Patel, Hiren",2015,2015
RCSJ-2015-7530,Acute acalculous cholecystitis after blunt abdominal trauma,Case reports,"Shah, Adarsh; Shah, Shivali; Meer, Ziad; Prabhudesai, Ash",2015,2015
RCSJ-2015-7534,A National Survey of the Management of Scaphoid Fractures in England,Original research – Annals (clinical),"Fleming, Simon; Kayani, Babar; Ingleton, Rose; Halsey, Tim",2015,2015
RCSJ-2015-7535,Surgical Treatment Of Anterior Cruciate Ligament Injury,Review articles,"Alazzawi, Sulaiman; Sukeik, Mohamed; Ibrahim, Mazin; Haddad, Fares",2015,2015
RCSJ-2015-7536,Management Of Anterior Cruciate Ligament Injury,Review articles,"Alazzawi, Sulaiman; Sukeik, Mohamed; Ibrahim, Mazin; Haddad, Fares",2015,2015
RCSJ-2015-7538,Photovapourisation of the prostate using the Greenlight XPS system offers a more cost-effective solution for BPO compared to bipolar TURP,Original research – Annals (clinical),"Segaran, Surayne; Barber, Neil; Deacon, Tiffany",2015,2015
RCSJ-2015-7539,Outcomes of Laparoscopic Sleeve Gastrectomy at a Bariatric Unit in South Africa,Original research – Annals (clinical),"Sofianos, Chrysis; Sofianos, Constantinos",2015,2015
